temperature,vibration,voltage,current,pressure,rpm,load,power,runtime_hours,maintenance_gap_hours,efficiency,thermal_fluctuation,vibration_instability,machine_type,failure_type,state,is_anomaly,degradation_progress,timestamp
64.39,1.934,404.4,50.0,6.86,0.0,79.8,26.56,3208.0,95.0,92.2,3.278,0.261,WELD_CELL,none,healthy,0,0.0,2026-04-09 10:42:26
62.01,1.69,400.3,50.0,6.16,64.0,68.5,25.4,3650.0,31.0,93.2,0.105,0.198,WELD_CELL,none,healthy,0,0.0,2026-04-09 10:44:14
59.39,1.657,399.1,50.0,6.7,0.0,71.3,25.78,3852.0,189.0,90.4,1.406,0.113,WELD_CELL,none,healthy,0,0.0,2026-04-09 10:46:45
58.33,1.966,395.1,50.0,7.04,37.0,74.4,26.03,1067.0,326.0,90.7,1.586,0.437,WELD_CELL,none,healthy,0,0.0,2026-04-09 10:48:28
59.43,1.851,397.5,50.0,5.93,103.0,67.2,21.92,4803.0,341.0,89.8,0.677,0.117,WELD_CELL,none,healthy,0,0.0,2026-04-09 10:50:32
60.41,1.558,403.1,50.0,6.19,25.0,65.9,24.62,6864.0,219.0,89.9,1.242,0.332,WELD_CELL,none,healthy,0,0.0,2026-04-09 10:52:18
59.34,1.922,400.3,50.0,6.37,72.0,63.8,22.7,4312.0,186.0,91.9,0.034,0.264,WELD_CELL,none,healthy,0,0.0,2026-04-09 10:54:00
62.71,2.024,403.6,50.0,6.66,0.0,69.6,23.35,5427.0,476.0,91.8,0.591,0.231,WELD_CELL,none,healthy,0,0.0,2026-04-09 10:56:07
60.59,2.199,402.6,50.0,7.04,4.0,74.2,26.05,147.0,342.0,90.4,1.274,0.275,WELD_CELL,none,healthy,0,0.0,2026-04-09 10:58:31
59.26,1.751,395.7,50.0,7.1,0.0,63.0,22.01,6890.0,11.0,93.1,0.5,0.304,WELD_CELL,none,healthy,0,0.0,2026-04-09 11:00:20
60.68,1.746,399.2,50.0,6.37,33.0,65.5,23.94,1487.0,197.0,92.6,0.172,0.091,WELD_CELL,none,healthy,0,0.0,2026-04-09 11:02:44
63.29,1.866,400.2,50.0,5.92,0.0,71.1,24.34,6840.0,346.0,93.7,3.002,0.257,WELD_CELL,none,healthy,0,0.0,2026-04-09 11:04:01
63.58,1.906,401.0,50.0,7.19,39.0,72.8,26.23,6625.0,136.0,90.8,2.558,0.03,WELD_CELL,none,healthy,0,0.0,2026-04-09 11:06:00
58.93,1.748,397.4,50.0,6.95,0.0,74.9,28.82,7515.0,239.0,97.5,0.907,0.57,WELD_CELL,none,healthy,0,0.0,2026-04-09 11:08:17
61.76,1.926,402.5,50.0,6.31,49.0,76.2,27.4,3042.0,339.0,94.7,1.198,0.151,WELD_CELL,none,healthy,0,0.0,2026-04-09 11:10:45
59.33,2.075,397.0,50.0,6.36,14.0,73.9,25.75,7398.0,57.0,94.8,1.722,0.556,WELD_CELL,none,healthy,0,0.0,2026-04-09 11:12:58
58.29,1.573,392.9,50.0,6.17,0.0,67.3,20.82,1830.0,113.0,89.7,0.394,0.42,WELD_CELL,none,healthy,0,0.0,2026-04-09 11:14:50
60.16,1.84,403.3,50.0,7.27,5.0,67.0,23.37,2115.0,114.0,93.6,1.347,0.009,WELD_CELL,none,healthy,0,0.0,2026-04-09 11:16:56
63.14,2.066,398.8,50.0,6.5,0.0,72.0,24.75,2876.0,77.0,92.1,0.23,0.032,WELD_CELL,none,healthy,0,0.0,2026-04-09 11:18:34
56.09,1.624,401.5,50.0,6.92,0.0,69.1,25.82,618.0,479.0,94.0,1.291,0.084,WELD_CELL,none,healthy,0,0.0,2026-04-09 11:20:47
64.46,1.997,401.1,50.0,6.92,0.0,74.8,25.58,2281.0,385.0,92.4,0.126,0.243,WELD_CELL,none,healthy,0,0.0,2026-04-09 11:22:06
63.08,1.657,399.6,50.0,6.83,0.0,74.9,26.5,371.0,149.0,88.7,1.46,0.198,WELD_CELL,none,healthy,0,0.0,2026-04-09 11:24:52
58.19,1.622,399.1,50.0,6.52,0.0,61.1,22.89,4337.0,236.0,94.5,1.591,0.03,WELD_CELL,none,healthy,0,0.0,2026-04-09 11:26:56
63.01,1.716,404.0,50.0,6.39,21.0,77.5,28.67,3759.0,144.0,94.1,1.531,0.195,WELD_CELL,none,healthy,0,0.0,2026-04-09 11:28:04
59.04,2.003,400.2,50.0,6.37,0.0,73.5,23.41,2221.0,251.0,93.7,1.051,0.088,WELD_CELL,none,healthy,0,0.0,2026-04-09 11:30:06
58.65,1.795,400.5,50.0,6.94,0.0,76.4,25.41,3139.0,72.0,90.3,2.842,0.013,WELD_CELL,none,healthy,0,0.0,2026-04-09 11:32:31
62.93,2.162,400.8,50.0,6.88,24.0,71.0,26.57,6990.0,20.0,92.3,0.06,0.089,WELD_CELL,none,healthy,0,0.0,2026-04-09 11:34:23
58.03,1.785,399.3,50.0,6.53,0.0,68.5,22.87,5097.0,384.0,88.7,0.699,0.057,WELD_CELL,none,healthy,0,0.0,2026-04-09 11:36:34
61.96,1.583,402.3,50.0,6.9,0.0,74.7,27.81,5876.0,187.0,94.9,1.723,0.445,WELD_CELL,none,healthy,0,0.0,2026-04-09 11:38:21
62.19,1.592,401.8,50.0,6.08,21.0,65.5,23.33,3764.0,343.0,90.5,0.742,0.022,WELD_CELL,none,healthy,0,0.0,2026-04-09 11:40:41
61.81,2.204,399.4,50.0,6.98,47.0,75.5,28.97,720.0,94.0,91.4,0.738,0.338,WELD_CELL,none,healthy,0,0.0,2026-04-09 11:42:51
55.77,1.572,403.4,50.0,6.84,0.0,67.7,24.81,1771.0,302.0,90.0,3.736,0.395,WELD_CELL,none,healthy,0,0.0,2026-04-09 11:44:44
57.79,1.997,402.0,50.0,5.79,0.0,65.2,25.71,2878.0,90.0,91.2,3.431,0.304,WELD_CELL,none,healthy,0,0.0,2026-04-09 11:46:20
56.9,1.84,404.0,50.0,6.66,18.0,67.5,22.64,3693.0,439.0,91.7,1.822,0.086,WELD_CELL,none,healthy,0,0.0,2026-04-09 11:48:49
61.71,1.941,398.0,50.0,6.04,0.0,68.6,24.29,7053.0,25.0,92.5,2.28,0.074,WELD_CELL,none,healthy,0,0.0,2026-04-09 11:50:00
59.95,2.013,399.5,50.0,7.17,0.0,77.0,29.05,6951.0,225.0,92.7,0.443,0.848,WELD_CELL,none,healthy,0,0.0,2026-04-09 11:52:54
64.17,1.716,402.0,50.0,6.57,0.0,74.8,26.6,5935.0,459.0,93.2,2.46,0.383,WELD_CELL,none,healthy,0,0.0,2026-04-09 11:54:14
61.92,1.716,397.9,50.0,6.93,1.0,69.7,24.29,4814.0,128.0,89.2,1.421,0.11,WELD_CELL,none,healthy,0,0.0,2026-04-09 11:56:26
59.98,1.857,394.3,50.0,7.11,34.0,75.0,25.87,2934.0,461.0,93.2,1.795,0.053,WELD_CELL,none,healthy,0,0.0,2026-04-09 11:58:11
60.24,1.463,398.2,50.0,6.52,4.0,69.8,26.46,1547.0,181.0,88.9,3.036,0.245,WELD_CELL,none,healthy,0,0.0,2026-04-09 12:00:20
59.63,1.853,398.3,50.0,6.4,0.0,76.3,25.44,7169.0,77.0,92.9,1.691,0.303,WELD_CELL,none,healthy,0,0.0,2026-04-09 12:02:46
64.84,1.922,397.3,50.0,6.5,13.0,67.4,25.54,6789.0,148.0,92.8,0.923,0.52,WELD_CELL,none,healthy,0,0.0,2026-04-09 12:04:11
56.45,1.777,397.6,50.0,6.3,0.0,66.5,22.64,5751.0,137.0,90.8,0.418,0.244,WELD_CELL,none,healthy,0,0.0,2026-04-09 12:06:52
57.51,2.037,396.0,50.0,6.64,67.0,71.3,26.74,2693.0,270.0,91.0,0.431,0.302,WELD_CELL,none,healthy,0,0.0,2026-04-09 12:08:35
60.4,1.747,403.0,50.0,7.18,0.0,74.4,27.33,5747.0,216.0,90.4,1.986,0.297,WELD_CELL,none,healthy,0,0.0,2026-04-09 12:10:36
60.72,1.708,397.7,50.0,6.61,22.0,66.3,24.13,4283.0,77.0,91.3,1.177,0.026,WELD_CELL,none,healthy,0,0.0,2026-04-09 12:12:30
60.11,1.808,398.2,50.0,6.98,0.0,63.0,23.65,1467.0,85.0,92.8,2.296,0.482,WELD_CELL,none,healthy,0,0.0,2026-04-09 12:14:04
58.88,2.099,399.1,50.0,6.48,0.0,73.3,27.2,2040.0,70.0,93.0,0.341,0.46,WELD_CELL,none,healthy,0,0.0,2026-04-09 12:16:45
59.34,1.864,401.9,50.0,6.38,4.0,69.2,24.07,2884.0,409.0,91.7,1.026,0.33,WELD_CELL,none,healthy,0,0.0,2026-04-09 12:18:31
61.22,1.923,397.1,50.0,6.98,0.0,74.6,27.0,4287.0,262.0,93.1,1.399,0.184,WELD_CELL,none,healthy,0,0.0,2026-04-09 12:20:24
63.68,1.978,401.9,50.0,6.52,84.0,70.7,23.98,3428.0,102.0,94.2,3.762,0.12,WELD_CELL,none,healthy,0,0.0,2026-04-09 12:22:10
62.0,2.061,400.0,50.0,6.7,0.0,68.3,24.32,6041.0,105.0,93.7,0.56,0.148,WELD_CELL,none,healthy,0,0.0,2026-04-09 12:24:20
62.48,1.752,393.8,50.0,7.36,85.0,78.0,27.59,6718.0,59.0,92.0,0.284,0.155,WELD_CELL,none,healthy,0,0.0,2026-04-09 12:26:25
60.34,1.966,400.4,50.0,6.95,0.0,75.3,26.33,180.0,103.0,92.9,1.94,0.154,WELD_CELL,none,healthy,0,0.0,2026-04-09 12:28:01
61.72,1.527,402.4,50.0,6.82,0.0,76.2,29.05,1416.0,451.0,92.2,1.41,0.67,WELD_CELL,none,healthy,0,0.0,2026-04-09 12:30:47
59.8,1.775,401.8,49.64,6.36,0.0,60.6,20.21,201.0,112.0,92.7,1.892,0.07,WELD_CELL,none,healthy,0,0.0,2026-04-09 12:32:42
60.21,1.563,398.7,50.0,6.86,0.0,66.2,23.44,740.0,118.0,93.1,0.667,0.055,WELD_CELL,none,healthy,0,0.0,2026-04-09 12:34:59
58.5,1.431,399.3,50.0,6.22,29.0,65.9,21.99,3445.0,462.0,90.3,0.505,0.133,WELD_CELL,none,healthy,0,0.0,2026-04-09 12:36:44
64.66,1.88,400.3,50.0,6.15,54.0,73.9,28.06,4272.0,255.0,94.7,0.876,0.128,WELD_CELL,none,healthy,0,0.0,2026-04-09 12:38:19
59.49,1.56,403.0,50.0,6.62,52.0,70.4,25.3,5126.0,379.0,98.5,0.927,0.013,WELD_CELL,none,healthy,0,0.0,2026-04-09 12:40:50
62.59,1.749,396.5,50.0,6.98,92.0,69.1,24.0,2549.0,374.0,91.4,0.371,0.028,WELD_CELL,none,healthy,0,0.0,2026-04-09 12:42:00
64.02,1.762,402.1,50.0,6.83,0.0,67.6,22.75,2361.0,395.0,93.4,0.463,0.093,WELD_CELL,none,healthy,0,0.0,2026-04-09 12:44:07
60.7,1.729,396.0,50.0,6.01,30.0,68.6,22.78,5697.0,20.0,90.6,0.267,0.3,WELD_CELL,none,healthy,0,0.0,2026-04-09 12:46:41
57.49,2.021,397.9,50.0,6.77,43.0,71.7,23.72,6226.0,402.0,90.9,1.109,0.054,WELD_CELL,none,healthy,0,0.0,2026-04-09 12:48:02
60.27,1.874,400.3,50.0,7.17,90.0,65.0,22.71,1571.0,303.0,92.0,0.248,0.203,WELD_CELL,none,healthy,0,0.0,2026-04-09 12:50:48
55.93,1.645,394.7,50.0,6.12,85.0,65.3,22.54,2337.0,125.0,94.5,2.554,0.149,WELD_CELL,none,healthy,0,0.0,2026-04-09 12:52:52
60.68,1.945,401.2,50.0,6.55,52.0,72.8,25.64,4965.0,341.0,93.1,2.808,0.136,WELD_CELL,none,healthy,0,0.0,2026-04-09 12:54:45
60.67,1.719,401.7,50.0,6.4,71.0,68.5,26.08,7781.0,390.0,91.8,0.882,0.056,WELD_CELL,none,healthy,0,0.0,2026-04-09 12:56:51
61.54,1.829,398.4,50.0,6.44,0.0,69.6,23.35,4695.0,443.0,89.9,0.23,0.2,WELD_CELL,none,healthy,0,0.0,2026-04-09 12:58:52
57.33,1.537,398.2,50.0,6.38,6.0,59.6,21.17,6001.0,43.0,94.4,1.069,0.062,WELD_CELL,none,healthy,0,0.0,2026-04-09 13:00:15
62.53,1.682,401.9,50.0,6.84,22.0,66.2,24.67,7057.0,174.0,92.0,3.653,0.479,WELD_CELL,none,healthy,0,0.0,2026-04-09 13:02:09
64.2,1.811,401.9,50.0,6.88,0.0,74.0,27.39,5222.0,54.0,91.5,2.277,0.21,WELD_CELL,none,healthy,0,0.0,2026-04-09 13:04:45
62.49,1.724,405.5,50.0,6.79,22.0,81.2,27.55,3220.0,320.0,93.2,0.693,0.287,WELD_CELL,none,healthy,0,0.0,2026-04-09 13:06:39
60.27,1.893,402.4,50.0,6.5,0.0,67.3,21.7,2610.0,233.0,92.0,3.366,0.275,WELD_CELL,none,healthy,0,0.0,2026-04-09 13:08:53
61.15,1.742,400.7,50.0,6.99,87.0,67.7,25.23,1419.0,354.0,88.3,0.083,0.161,WELD_CELL,none,healthy,0,0.0,2026-04-09 13:10:13
61.05,1.679,397.5,50.0,6.69,0.0,67.1,20.11,3147.0,60.0,92.3,0.558,0.058,WELD_CELL,none,healthy,0,0.0,2026-04-09 13:12:14
58.73,1.719,402.7,50.0,6.27,30.0,68.9,23.92,4490.0,422.0,93.2,0.346,0.25,WELD_CELL,none,healthy,0,0.0,2026-04-09 13:14:03
63.54,2.081,400.7,50.0,6.99,59.0,77.0,25.04,901.0,15.0,91.8,0.022,0.394,WELD_CELL,none,healthy,0,0.0,2026-04-09 13:16:34
61.7,1.697,400.0,50.0,7.0,0.0,72.4,24.47,271.0,81.0,93.4,1.224,0.223,WELD_CELL,none,healthy,0,0.0,2026-04-09 13:18:53
58.44,1.72,405.3,50.0,6.6,7.0,65.2,21.85,3772.0,179.0,97.1,1.901,0.238,WELD_CELL,none,healthy,0,0.0,2026-04-09 13:20:28
60.44,1.627,402.3,50.0,6.28,0.0,76.8,25.39,2953.0,378.0,90.3,0.933,0.221,WELD_CELL,none,healthy,0,0.0,2026-04-09 13:22:04
59.47,1.895,399.3,50.0,6.58,17.0,64.9,24.9,1924.0,275.0,92.6,0.166,0.107,WELD_CELL,none,healthy,0,0.0,2026-04-09 13:24:09
62.72,1.579,399.6,50.0,6.8,18.0,71.4,25.8,3125.0,29.0,93.1,0.148,0.38,WELD_CELL,none,healthy,0,0.0,2026-04-09 13:26:48
62.74,1.826,402.6,50.0,6.26,0.0,70.1,23.71,7563.0,64.0,92.7,2.628,0.263,WELD_CELL,none,healthy,0,0.0,2026-04-09 13:28:20
63.93,1.816,396.9,50.0,6.92,9.0,74.4,24.66,1461.0,73.0,87.5,0.677,0.503,WELD_CELL,none,healthy,0,0.0,2026-04-09 13:30:41
59.85,1.661,402.2,50.0,6.78,4.0,65.7,22.22,6029.0,422.0,92.0,0.264,0.288,WELD_CELL,none,healthy,0,0.0,2026-04-09 13:32:34
59.52,1.906,396.7,50.0,6.36,0.0,69.3,22.82,1011.0,62.0,91.1,0.063,0.304,WELD_CELL,none,healthy,0,0.0,2026-04-09 13:34:23
60.85,1.687,401.3,50.0,6.85,91.0,65.4,23.77,2138.0,137.0,92.1,2.223,0.459,WELD_CELL,none,healthy,0,0.0,2026-04-09 13:36:44
59.44,1.802,402.4,50.0,6.58,0.0,63.3,23.99,5084.0,194.0,89.5,0.248,0.291,WELD_CELL,none,healthy,0,0.0,2026-04-09 13:38:55
60.24,1.866,403.3,50.0,6.68,0.0,65.5,24.48,4006.0,136.0,91.2,2.16,0.387,WELD_CELL,none,healthy,0,0.0,2026-04-09 13:40:20
58.38,1.753,398.5,48.52,6.69,18.0,63.6,19.34,2152.0,429.0,92.9,1.909,0.073,WELD_CELL,none,healthy,0,0.0,2026-04-09 13:42:28
60.95,1.858,402.8,50.0,6.88,11.0,77.1,27.64,2092.0,39.0,91.0,1.332,0.001,WELD_CELL,none,healthy,0,0.0,2026-04-09 13:44:34
62.5,2.149,398.0,50.0,6.65,0.0,71.6,24.79,5360.0,411.0,90.0,4.576,0.116,WELD_CELL,none,healthy,0,0.0,2026-04-09 13:46:51
64.29,1.622,398.3,50.0,6.6,0.0,67.5,23.2,2707.0,432.0,90.6,1.355,0.077,WELD_CELL,none,healthy,0,0.0,2026-04-09 13:48:51
56.11,1.852,401.0,50.0,6.33,36.0,59.6,21.26,7877.0,40.0,90.2,1.045,0.069,WELD_CELL,none,healthy,0,0.0,2026-04-09 13:50:31
60.74,1.911,398.6,50.0,6.4,0.0,65.8,23.82,6856.0,252.0,90.4,0.139,0.247,WELD_CELL,none,healthy,0,0.0,2026-04-09 13:52:58
56.88,1.858,399.1,50.0,6.56,0.0,73.2,24.01,5301.0,487.0,92.3,0.489,0.219,WELD_CELL,none,healthy,0,0.0,2026-04-09 13:54:28
59.47,1.92,397.9,50.0,6.61,0.0,75.3,27.16,2646.0,458.0,94.8,0.686,0.223,WELD_CELL,none,healthy,0,0.0,2026-04-09 13:56:33
62.16,1.658,405.6,50.0,6.84,0.0,76.5,25.28,6240.0,303.0,89.6,2.176,0.455,WELD_CELL,none,healthy,0,0.0,2026-04-09 13:58:56
61.05,2.109,394.7,50.0,6.54,58.0,69.9,27.29,3079.0,368.0,94.3,0.062,0.162,WELD_CELL,none,healthy,0,0.0,2026-04-09 14:00:22
62.1,1.71,402.8,50.0,6.43,50.0,63.7,23.03,4748.0,337.0,93.8,0.111,0.146,WELD_CELL,none,healthy,0,0.0,2026-04-09 14:02:17
59.89,1.613,403.4,50.0,6.54,17.0,66.2,22.68,3015.0,480.0,89.1,2.36,0.201,WELD_CELL,none,healthy,0,0.0,2026-04-09 14:04:45
63.76,2.199,396.2,50.0,6.93,0.0,78.8,27.42,4147.0,42.0,90.9,1.848,0.164,WELD_CELL,none,healthy,0,0.0,2026-04-09 14:06:55
59.82,1.737,398.5,50.0,6.94,2.0,77.0,28.62,5642.0,222.0,93.3,1.587,0.005,WELD_CELL,none,healthy,0,0.0,2026-04-09 14:08:10
59.87,2.107,398.3,50.0,7.05,7.0,75.6,26.73,6865.0,77.0,89.5,0.019,0.157,WELD_CELL,none,healthy,0,0.0,2026-04-09 14:10:28
62.13,1.817,398.8,50.0,6.73,0.0,66.6,24.05,1549.0,65.0,92.4,0.072,0.499,WELD_CELL,none,healthy,0,0.0,2026-04-09 14:12:38
60.39,1.526,401.1,50.0,6.58,0.0,63.9,21.88,5957.0,16.0,90.9,0.131,0.541,WELD_CELL,none,healthy,0,0.0,2026-04-09 14:14:01
61.68,2.156,401.3,50.0,6.63,0.0,74.7,26.49,3694.0,72.0,92.0,0.841,0.116,WELD_CELL,none,healthy,0,0.0,2026-04-09 14:16:23
61.17,1.922,397.4,50.0,6.96,0.0,83.1,28.42,5443.0,426.0,93.4,0.244,0.329,WELD_CELL,none,healthy,0,0.0,2026-04-09 14:18:05
59.75,1.886,398.9,50.0,6.44,0.0,66.5,21.34,3822.0,164.0,92.3,0.868,0.042,WELD_CELL,none,healthy,0,0.0,2026-04-09 14:20:46
63.18,1.881,399.1,50.0,6.73,30.0,81.9,29.5,6579.0,396.0,89.3,2.634,0.177,WELD_CELL,none,healthy,0,0.0,2026-04-09 14:22:35
63.92,1.804,397.9,50.0,6.79,2.0,79.3,27.1,7662.0,38.0,92.3,0.51,0.489,WELD_CELL,none,healthy,0,0.0,2026-04-09 14:24:39
64.33,1.937,404.1,50.0,6.72,55.0,75.2,24.99,7490.0,479.0,91.1,1.543,0.033,WELD_CELL,none,healthy,0,0.0,2026-04-09 14:26:20
57.47,1.79,399.3,50.0,6.34,0.0,65.8,22.62,7208.0,365.0,90.7,0.071,0.234,WELD_CELL,none,healthy,0,0.0,2026-04-09 14:28:08
62.48,1.987,398.8,50.0,7.04,30.0,80.0,28.35,1087.0,217.0,95.0,1.186,0.25,WELD_CELL,none,healthy,0,0.0,2026-04-09 14:30:12
59.75,1.814,396.7,50.0,6.79,13.0,73.3,25.76,1056.0,65.0,93.6,1.045,0.275,WELD_CELL,none,healthy,0,0.0,2026-04-09 14:32:40
64.08,1.531,397.0,50.0,7.25,23.0,74.4,24.0,6503.0,329.0,97.0,1.873,0.33,WELD_CELL,none,healthy,0,0.0,2026-04-09 14:34:49
63.24,1.685,401.2,50.0,6.82,126.0,74.8,24.3,4216.0,346.0,93.0,1.6,0.549,WELD_CELL,none,healthy,0,0.0,2026-04-09 14:36:34
59.25,1.695,397.0,50.0,5.86,0.0,65.7,24.17,3858.0,164.0,91.0,0.321,0.352,WELD_CELL,none,healthy,0,0.0,2026-04-09 14:38:47
65.17,1.651,399.2,50.0,7.05,0.0,77.1,27.94,2069.0,358.0,91.3,0.552,0.117,WELD_CELL,none,healthy,0,0.0,2026-04-09 14:40:23
61.62,2.008,398.4,50.0,7.03,13.0,76.4,29.22,3611.0,99.0,90.5,1.283,0.441,WELD_CELL,none,healthy,0,0.0,2026-04-09 14:42:58
61.4,1.725,399.6,50.0,6.42,0.0,70.3,24.0,4937.0,112.0,96.9,0.229,0.119,WELD_CELL,none,healthy,0,0.0,2026-04-09 14:44:42
59.88,1.761,405.2,50.0,6.44,0.0,72.8,24.66,5552.0,483.0,94.1,3.739,0.003,WELD_CELL,none,healthy,0,0.0,2026-04-09 14:46:28
59.97,1.64,396.7,50.0,5.82,0.0,75.3,25.62,4084.0,75.0,91.0,1.431,0.058,WELD_CELL,none,healthy,0,0.0,2026-04-09 14:48:07
58.6,1.612,398.4,50.0,6.83,0.0,64.9,20.41,1011.0,344.0,92.6,0.916,0.176,WELD_CELL,none,healthy,0,0.0,2026-04-09 14:50:06
62.0,1.891,401.1,50.0,6.97,87.0,74.0,25.5,7056.0,181.0,92.5,1.887,0.081,WELD_CELL,none,healthy,0,0.0,2026-04-09 14:52:22
66.98,2.028,401.5,50.0,6.61,56.0,73.8,24.98,3051.0,339.0,90.4,0.736,0.535,WELD_CELL,none,healthy,0,0.0,2026-04-09 14:54:09
57.88,1.722,399.4,50.0,6.05,0.0,73.7,27.34,1726.0,97.0,90.7,0.45,0.684,WELD_CELL,none,healthy,0,0.0,2026-04-09 14:56:31
59.69,1.66,402.0,50.0,6.74,20.0,66.7,24.28,7127.0,412.0,91.3,1.061,0.147,WELD_CELL,none,healthy,0,0.0,2026-04-09 14:58:07
59.58,2.002,398.4,50.0,6.36,0.0,65.6,23.45,710.0,92.0,92.6,2.195,0.24,WELD_CELL,none,healthy,0,0.0,2026-04-09 15:00:46
60.67,1.871,400.7,50.0,6.8,0.0,74.0,24.28,1305.0,48.0,92.0,2.059,0.362,WELD_CELL,none,healthy,0,0.0,2026-04-09 15:02:20
64.38,1.762,393.9,50.0,6.75,0.0,76.4,29.05,406.0,483.0,92.8,0.076,0.285,WELD_CELL,none,healthy,0,0.0,2026-04-09 15:04:02
60.91,1.867,401.2,50.0,6.74,141.0,70.8,26.26,3473.0,270.0,92.8,0.365,0.494,WELD_CELL,none,healthy,0,0.0,2026-04-09 15:06:09
58.04,1.708,395.9,50.0,6.14,36.0,67.2,25.01,3456.0,78.0,94.1,1.448,0.098,WELD_CELL,none,healthy,0,0.0,2026-04-09 15:08:26
63.38,1.659,402.9,50.0,6.81,0.0,77.3,26.72,3183.0,74.0,92.5,0.802,0.118,WELD_CELL,none,healthy,0,0.0,2026-04-09 15:10:11
62.16,1.882,399.0,50.0,7.16,0.0,75.8,27.51,2159.0,296.0,94.4,1.542,0.147,WELD_CELL,none,healthy,0,0.0,2026-04-09 15:12:16
59.79,1.523,401.6,50.0,5.86,0.0,65.8,23.0,5349.0,51.0,94.6,0.217,0.34,WELD_CELL,none,healthy,0,0.0,2026-04-09 15:14:47
58.93,1.608,403.1,50.0,6.12,0.0,62.3,21.54,1793.0,461.0,89.0,1.521,0.138,WELD_CELL,none,healthy,0,0.0,2026-04-09 15:16:16
60.77,1.872,401.1,50.0,6.66,18.0,68.8,22.44,4410.0,394.0,96.0,2.589,0.561,WELD_CELL,none,healthy,0,0.0,2026-04-09 15:18:25
59.34,1.987,393.7,49.63,6.69,0.0,61.5,19.61,7341.0,289.0,89.9,2.179,0.19,WELD_CELL,none,healthy,0,0.0,2026-04-09 15:20:06
59.56,1.976,402.7,50.0,6.82,2.0,77.0,26.75,2735.0,396.0,92.8,1.466,0.209,WELD_CELL,none,healthy,0,0.0,2026-04-09 15:22:01
59.66,1.655,403.3,50.0,6.46,0.0,71.5,25.51,7315.0,422.0,91.6,2.0,0.316,WELD_CELL,none,healthy,0,0.0,2026-04-09 15:24:15
58.19,1.886,400.6,50.0,6.63,0.0,76.4,29.36,6110.0,164.0,89.7,0.02,0.48,WELD_CELL,none,healthy,0,0.0,2026-04-09 15:26:20
59.32,1.712,401.1,50.0,6.93,75.0,77.6,28.58,991.0,108.0,93.7,1.066,0.199,WELD_CELL,none,healthy,0,0.0,2026-04-09 15:28:49
59.98,1.544,398.7,50.0,5.96,0.0,58.5,22.5,4128.0,307.0,91.9,2.412,0.36,WELD_CELL,none,healthy,0,0.0,2026-04-09 15:30:36
60.67,2.078,398.0,50.0,6.89,34.0,66.6,21.03,6770.0,97.0,88.5,1.734,0.916,WELD_CELL,none,healthy,0,0.0,2026-04-09 15:32:40
63.36,1.978,405.7,50.0,6.0,0.0,67.0,26.55,4895.0,446.0,92.4,0.608,0.023,WELD_CELL,none,healthy,0,0.0,2026-04-09 15:34:40
62.02,1.882,400.8,50.0,5.84,61.0,69.1,25.98,6271.0,143.0,88.7,1.693,0.038,WELD_CELL,none,healthy,0,0.0,2026-04-09 15:36:53
61.84,1.907,405.2,50.0,6.42,67.0,70.9,27.2,6866.0,469.0,93.6,2.351,0.179,WELD_CELL,none,healthy,0,0.0,2026-04-09 15:38:08
57.64,1.984,398.5,50.0,6.94,19.0,68.0,23.19,4052.0,102.0,89.2,3.786,0.132,WELD_CELL,none,healthy,0,0.0,2026-04-09 15:40:39
58.67,1.765,398.2,50.0,6.13,24.0,65.7,21.58,5563.0,155.0,91.1,1.113,0.016,WELD_CELL,none,healthy,0,0.0,2026-04-09 15:42:26
62.31,1.758,404.0,50.0,6.63,0.0,64.5,22.92,380.0,396.0,91.5,0.338,0.548,WELD_CELL,none,healthy,0,0.0,2026-04-09 15:44:21
63.16,1.893,399.9,50.0,6.36,74.0,81.1,30.85,2971.0,261.0,92.9,0.198,0.302,WELD_CELL,none,healthy,0,0.0,2026-04-09 15:46:41
64.75,1.9,398.4,50.0,6.89,0.0,73.9,28.45,6786.0,104.0,89.8,2.173,0.058,WELD_CELL,none,healthy,0,0.0,2026-04-09 15:48:21
60.15,1.773,397.7,50.0,6.3,0.0,59.6,21.45,7808.0,130.0,89.9,0.907,0.377,WELD_CELL,none,healthy,0,0.0,2026-04-09 15:50:00
61.52,1.624,398.2,50.0,6.8,0.0,72.3,23.73,7627.0,127.0,92.1,2.031,0.189,WELD_CELL,none,healthy,0,0.0,2026-04-09 15:52:14
60.42,1.781,397.5,50.0,7.21,36.0,76.7,26.28,6607.0,218.0,90.4,0.689,0.48,WELD_CELL,none,healthy,0,0.0,2026-04-09 15:54:05
60.85,1.799,393.1,50.0,6.39,7.0,73.0,26.84,5517.0,133.0,89.7,0.086,0.088,WELD_CELL,none,healthy,0,0.0,2026-04-09 15:56:39
61.52,1.454,392.6,50.0,6.37,77.0,61.9,24.47,3631.0,385.0,93.3,0.638,0.068,WELD_CELL,none,healthy,0,0.0,2026-04-09 15:58:25
63.6,1.764,394.1,50.0,6.67,0.0,74.5,29.56,7451.0,193.0,93.7,1.328,0.061,WELD_CELL,none,healthy,0,0.0,2026-04-09 16:00:20
59.52,1.804,395.8,50.0,6.4,0.0,62.5,21.02,7503.0,252.0,93.5,0.797,0.054,WELD_CELL,none,healthy,0,0.0,2026-04-09 16:02:33
